Iso3,Location Name,AMRO subregions,Causename Eng,Year,Sex,Age group,Measure Name En,Metric Name En,Measure Names,Measure Values
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value,640.036147213
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,255.047636347
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,155.442506175
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,205.494917925
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,513.900684909
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,340.268626573
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value,434.541229289
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Deaths,Rate,Value Up,44.508904427
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Deaths,Rate,Value Low,28.255035546
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Deaths,Rate,Value,37.462537056
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Up,1027.250083179
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Low,690.923512157
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value,859.086797668
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Years Lived with Disability (YLDs),Rate,Value Up,330.698494415
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Years Lived with Disability (YLDs),Rate,Value Low,203.306504857
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Years Lived with Disability (YLDs),Rate,Value,267.565558693
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Years of Life Lost (YLLs),Rate,Value Up,699.146974792
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Years of Life Lost (YLLs),Rate,Value Low,460.276276623
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Both sexes,All Ages,Years of Life Lost (YLLs),Rate,Value,591.521238975
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Deaths,Rate,Value Up,34.259155636
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Deaths,Rate,Value Low,25.090491469
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Deaths,Rate,Value,29.572846831
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Up,815.500606557
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Low,603.796571326
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value,709.648588942
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,258.161078321
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,156.710227419
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,207.165195381
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,583.72046238
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,431.544171721
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value,502.483393561
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Deaths,Rate,Value Up,44.009997226
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Deaths,Rate,Value Low,32.12308497
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Deaths,Rate,Value,37.981767951
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Up,996.613800196
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Low,740.234436907
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value,868.424118552
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value Up,308.736352787
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value Low,188.738240597
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value,248.54897551
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value Up,719.002163168
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value Low,532.10816039
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value,619.875143041
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Deaths,Rate,Value Up,26.334413872
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Deaths,Rate,Value Low,14.755581574
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Deaths,Rate,Value,21.778022865
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Up,724.756994808
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Low,445.364053133
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value,585.06052397
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,253.395609752
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,155.136216761
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,204.952486284
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,457.797665181
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,266.826859537
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,Age-standardized,Years of Life Lost (YLLs),Rate,Value,380.108037687
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Deaths,Rate,Value Up,44.994196716
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Deaths,Rate,Value Low,24.492543141
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Deaths,Rate,Value,36.957475697
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Up,1057.05031824
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Low,642.9582564
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value,850.00428732
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Years Lived with Disability (YLDs),Rate,Value Up,352.061300841
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Years Lived with Disability (YLDs),Rate,Value Low,217.477208909
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Years Lived with Disability (YLDs),Rate,Value,286.063189402
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Years of Life Lost (YLLs),Rate,Value Up,679.833623981
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Years of Life Lost (YLLs),Rate,Value Low,390.404646882
AMRO,Region of the Americas,Region of the Americas,Chronic obstructive pulmonary disease,2019,Female,All Ages,Years of Life Lost (YLLs),Rate,Value,563.941097919
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Deaths,Rate,Value Up,13.757483736
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Deaths,Rate,Value Low,4.931582024
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Deaths,Rate,Value,9.665730775
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Up,323.983423296
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Low,119.627360085
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value,221.805391691
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,31.649372858
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,13.530327889
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,21.484065484
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,284.015993651
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,110.014314955
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,Age-standardized,Years of Life Lost (YLLs),Rate,Value,200.321326206
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Deaths,Rate,Value Up,20.264757909
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Deaths,Rate,Value Low,7.041502283
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Deaths,Rate,Value,14.145588431
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Up,409.249420108
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Low,146.625484177
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value,277.937452142
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Years Lived with Disability (YLDs),Rate,Value Up,35.469942766
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Years Lived with Disability (YLDs),Rate,Value Low,15.103699344
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Years Lived with Disability (YLDs),Rate,Value,24.01455744
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Years of Life Lost (YLLs),Rate,Value Up,359.644694633
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Years of Life Lost (YLLs),Rate,Value Low,136.423429837
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Both sexes,All Ages,Years of Life Lost (YLLs),Rate,Value,253.922894702
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Deaths,Rate,Value Up,16.335396309
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Deaths,Rate,Value Low,6.329631276
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Deaths,Rate,Value,11.685743121
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Up,381.67189036
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value Low,150.058262652
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Disability-Adjusted Life Years (DALYs),Rate,Value,265.865076506
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Up,32.219341988
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value Low,13.729345767
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Years Lived with Disability (YLDs),Rate,Value,21.831072242
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value Up,338.307442146
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value Low,140.647054259
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,Age-standardized,Years of Life Lost (YLLs),Rate,Value,244.034004264
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Deaths,Rate,Value Up,20.609855718
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Deaths,Rate,Value Low,7.88887944
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Deaths,Rate,Value,14.706904218
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Up,445.245241446
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value Low,172.484013789
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Disability-Adjusted Life Years (DALYs),Rate,Value,308.864627617
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value Up,35.144178147
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value Low,14.938117719
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Years Lived with Disability (YLDs),Rate,Value,23.773968739
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value Up,394.96721803
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value Low,162.552088953
AMRO,Region of the Americas,Region of the Americas,Other respiratory diseases,2019,Male,All Ages,Years of Life Lost (YLLs),Rate,Value,285.090658878
